8950003.0	-435.058563	-675.781189	-562.988281	-1.160305	4.48855	0.083969	19.35	-88.050003	10.05
9120872.0	-449.218719	-643.066345	-594.726563	-3.061069	3.603053	-2.625954	19.35	-89.100006	8.55
9294021.0	-449.707001	-765.136658	-589.84375	-3.625954	0.083969	4.70229	19.950001	-87.75	7.95
9464381.0	-416.992157	-690.917908	-596.191406	-1.931298	-1.450382	4.022901	19.5	-88.5	9.0
9636830.0	-392.089813	-604.492188	-549.804688	-2.458015	0.549618	-1.755725	19.5	-88.5	10.200001
9807626.0	-436.523407	-672.36322	-568.847656	-2.480916	1.419847	-2.381679	20.550001	-88.050003	9.6
9978228.0	-451.660126	-677.734314	-584.960938	-4.412214	0.496183	-0.80916	21.0	-88.200005	9.0
10150514.0	-397.949188	-653.808533	-529.785156	-1.282443	-2.725191	2.664122	20.25	-88.200005	9.75
10321114.0	-361.328094	-630.371094	-553.222656	-0.664122	1.549618	-4.656488	19.050001	-88.050003	9.3
10491837.0	-452.636688	-718.261658	-631.835938	-2.343511	-0.78626	-3.175573	18.450001	-88.950005	9.75
10664252.0	-445.312469	-694.335876	-575.683594	-1.687023	2.320611	2.259542	19.5	-88.950005	10.200001
10834752.0	-449.707001	-667.480408	-535.15625	-1.870229	1.442748	0.458015	19.35	-89.100006	9.6
11005209.0	-402.832001	-719.23822	-599.609375	-1.969466	-3.335878	3.603053	21.0	-88.200005	10.5
11177634.0	-402.343719	-657.714783	-575.195313	-1.862595	1.343511	-1.091603	19.5	-87.75	9.0
11348211.0	-474.121063	-682.128845	-623.046875	-4.259542	2.335878	-1.29771	19.950001	-88.950005	8.700001
11518618.0	-458.984344	-733.398376	-639.160156	0.305344	-0.160305	-0.030534	18.75	-87.75	10.5
11716345.0	-401.367157	-666.992126	-587.890625	-3.129771	0.396947	6.183206	19.200001	-88.950005	9.450001
11884806.0	-430.175751	-720.214783	-665.527283	-2.793893	1.312977	-1.282443	19.35	-89.100006	10.05
12053905.0	-448.730438	-707.031189	-564.941406	-3.022901	-1.061069	0.458015	19.800001	-88.800003	8.85
12224720.0	-404.785126	-645.996033	-556.640625	-4.625954	-0.290076	0.083969	21.150002	-87.600006	10.05
12393867.0	-440.917938	-709.960876	-616.699219	-2.435115	0.038168	-3.534351	20.85	-88.800003	8.1
12562978.0	-425.292938	-675.781189	-585.9375	-0.564885	-2.534351	-1.381679	20.550001	-88.350006	10.35
12733972.0	-456.542938	-616.210938	-506.347626	-3.80916	2.045802	0.175573	18.75	-88.5	9.75
12902932.0	-455.566376	-718.261658	-564.453125	-5.419847	-2.206107	2.290076	19.050001	-88.350006	10.35
13072083.0	-393.554657	-726.562439	-593.75	-2.832061	0.045802	1.633588	19.5	-88.950005	10.200001
13243205.0	-408.203094	-652.83197	-563.964844	-2.480916	-1.816794	-2.931298	20.25	-88.5	9.75
13413757.0	-417.480438	-648.437439	-577.148438	-1.748092	3.175573	1.648855	20.85	-88.350006	9.3
13584173.0	-490.234344	-756.347595	-587.402344	-3.519084	-1.328244	3.145038	19.200001	-87.0	9.75
13756589.0	-426.269501	-677.246033	-567.871094	-3.152672	-1.381679	4.40458	19.950001	-88.200005	9.75
13927280.0	-366.699188	-684.570251	-569.335938	-3.984733	1.038168	-1.625954	18.6	-88.350006	10.650001
14097866.0	-436.035126	-655.761658	-559.570313	-2.480916	-0.526718	-3.114504	19.35	-86.850006	9.3
14270997.0	-464.355438	-628.417969	-575.683594	0.320611	3.374046	0.763359	20.700001	-88.5	8.400001
14441807.0	-487.792938	-732.910095	-572.265625	-1.396947	2.061069	-1.236641	18.300001	-89.100006	10.05
14612852.0	-430.175751	-684.08197	-552.734375	-4.793893	0.694656	2.19084	19.5	-88.200005	9.75
14785620.0	-382.324188	-745.605408	-605.46875	0.442748	-1.0	0.717557	20.25	-90.150002	10.5
14956336.0	-396.484344	-662.597595	-564.941406	-2.427481	2.412214	1.870229	19.5	-88.5	9.75
